"","store","upc","week","move","price","profit","descrip","custcoun","brand","adjstore","wp","mks","market","summks","csame","cdiff","Prod1","Prod2","Prod3","Prod4","Prod5","Prod6","Prod7","Prod8","Prod9","Prod10","Prod11","os","y","avg_price_product","pricediff_product","withingroupshare","estimateddi"
"75",98,3410057602,97,43,0.0471527777777778,16.27,"MILLER LITE BEER",27377,34100,1,0.0394810208333333,0.00157066150418234,"98_97",0.0164371552763268,6,4,0,0,0,0,0,0,0,0,1,0,0,0.983562844723673,-6.43968466398092,0.0471527777777778,0,0.0955555555555555,-6.42434120003552
"76",98,7336011341,97,16,0.0471527777777778,17.45,"OLD STYLE BEER",27377,73360,1,0.0389246180555556,0.000584432187602732,"98_97",0.0164371552763268,1,9,0,0,0,0,0,0,0,0,0,1,0,0.983562844723673,-7.4282960574347,0.0471527777777778,0,0.0355555555555556,-7.43311230859409
"77",98,7336011751,97,41,0.0498611111111111,21.94,"OLD STYLE BEER",27377,73360,1,0.0389215833333333,0.001497607480732,"98_97",0.0164371552763268,1,9,0,0,0,0,0,0,0,0,0,0,1,0.983562844723673,-6.48731271297017,0.0498611111111111,0,0.0911111111111111,-6.4734765786993
"78",98,1820000016,98,21,0.0498611111111111,21.3,"BUDWEISER BEER",29035,18200,1,0.0392406944444444,0.000723265024969864,"98_98",0.0187015670742208,1,9,1,0,0,0,0,0,0,0,0,0,0,0.981298432925779,-7.21285618737482,0.0498611111111111,0,0.0386740331491713,-7.21716389711987
"79",98,1820011168,98,42,0.0381597222222222,2.82,"BUDWEISER BEER",29035,18200,1,0.0370836180555556,0.00144653004993973,"98_98",0.0187015670742208,1,9,0,1,0,0,0,0,0,0,0,0,0,0.981298432925779,-6.51970900681488,0.0381597222222222,0,0.0773480662983425,-6.50923031795793
"80",98,3410000354,98,36,0.05125,22.98,"MILLER LITE BEER",29035,34100,1,0.03947275,0.00123988289994834,"98_98",0.0187015670742208,6,4,0,0,1,0,0,0,0,0,0,0,0,0.981298432925779,-6.67385968664213,0.05125,0,0.0662983425414365,-6.66762804009183
"81",98,3410000554,98,20,0.05125,22.98,"MILLER GENUINE DRAFT",29035,34100,1,0.03947275,0.000688823833304632,"98_98",0.0187015670742208,6,4,0,0,0,1,0,0,0,0,0,0,0,0.981298432925779,-7.26164635154425,0.05125,0,0.0368324125230203,-7.26665275127401
"82",98,3410017306,98,87,0.0346875,9.3,"MILLER GENUINE DRAFT",29035,34100,1,0.0314615625,0.00299638367487515,"98_98",0.0187015670742208,6,4,0,0,0,0,1,0,0,0,0,0,0,0.981298432925779,-5.79147050644366,0.0346875,0,0.160220994475138,-5.74855069556129
"83",98,3410017505,98,33,0.05125,20.94,"MILLER GEN DRFT LNNR",29035,34100,1,0.04051825,0.00113655932495264,"98_98",0.0187015670742208,6,4,0,0,0,0,0,1,0,0,0,0,0,0.981298432925779,-6.76087106363176,0.05125,0,0.0607734806629834,-6.75675619331726
"84",98,3410057306,98,159,0.0346875,9.3,"MILLER LITE BEER",29035,34100,1,0.0314615625,0.00547614947477183,"98_98",0.0187015670742208,6,4,0,0,0,0,0,0,1,0,0,0,0,0.981298432925779,-5.18847442287801,0.0346875,0,0.292817679558011,-5.0913550826101
"85",98,3410057528,98,27,0.0471527777777778,16.27,"MILLER LITE BEER N.R",29035,34100,1,0.0394810208333333,0.000929912174961254,"98_98",0.0187015670742208,6,4,0,0,0,0,0,0,0,1,0,0,0,0.981298432925779,-6.96154175909392,0.0471527777777778,0,0.0497237569060774,-6.96164704626483
"86",98,3410057602,98,45,0.0471527777777778,16.27,"MILLER LITE BEER",29035,34100,1,0.0394810208333333,0.00154985362493542,"98_98",0.0187015670742208,6,4,0,0,0,0,0,0,0,0,1,0,0,0.981298432925779,-6.45071613532792,0.0471527777777778,0,0.0828729281767956,-6.43810714209708
"87",98,7336011341,98,27,0.0471527777777778,17.45,"OLD STYLE BEER",29035,73360,1,0.0389246180555556,0.000929912174961254,"98_98",0.0187015670742208,1,9,0,0,0,0,0,0,0,0,0,1,0,0.981298432925779,-6.96154175909392,0.0471527777777778,0,0.0497237569060774,-6.96164704626483
"88",98,7336011751,98,46,0.0498611111111111,21.94,"OLD STYLE BEER",29035,73360,1,0.0389215833333333,0.00158429481660065,"98_98",0.0187015670742208,1,9,0,0,0,0,0,0,0,0,0,0,1,0.981298432925779,-6.42873722860915,0.0498611111111111,0,0.0847145488029466,-6.41541712423724
